Facility ID,casemixindex,cases,MSPB-1 Baseline Rate,MSPB-1 Performance Rate,MSPB-1 Achievement Points,Hospital Ownership,Hospital Ownership2,Ownership 3,Hospital overall rating,Total Number of Discharges,Sum Predicted Readmissions,Sum Expected Readmissions,Total Excess Readmission Ratio
140179,1.7023,"3,540",1.018972,0.991193,0,Voluntary non-profit - Other,Voluntary non-profit,Other,2,1176,243.958723,230.833099,1.0569
140182,2.0754,"2,248",1.013319,1.001301,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,386,81.607054,82.732012,0.9864
140184,1.8744,915,0.963603,0.947317,3,Proprietary,Proprietary,,2,481,102.726261,103.691296,0.9907
140185,1.743,"4,066",0.969328,0.962938,2,Voluntary non-profit - Private,Voluntary non-profit,Private,3,1809,302.575266,288.447987,1.049
140186,1.8167,"3,549",1.036456,1.049942,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,1620,312.003617,297.491802,1.0488
140187,2.0066,"2,943",0.980251,0.965623,2,Voluntary non-profit - Church,Voluntary non-profit,Church,4,1246,232.550265,233.358688,0.9965
140189,1.5406,"3,167",0.954913,0.947043,3,Voluntary non-profit - Private,Voluntary non-profit,Private,1,1560,268.076032,238.907622,1.1221
140200,1.9326,"5,602",0.99787,0.994862,0,Proprietary,Proprietary,,5,3101,398.080031,431.450879,0.9227
140202,1.863,"5,086",0.977806,0.968076,2,Voluntary non-profit - Private,Voluntary non-profit,Private,3,2368,426.239019,421.590126,1.011
140206,1.6373,879,1.060111,1.090032,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,117,29.251654,26.666322,1.097
140208,2.3304,"8,498",1.020905,0.989674,0,Voluntary non-profit - Church,Voluntary non-profit,Church,2,3185,597.111668,562.248684,1.062
140209,2.1498,"2,690",0.948567,0.974186,1,Voluntary non-profit - Private,Voluntary non-profit,Private,3,1008,196.957269,194.148209,1.0145
140211,1.6816,"3,280",1.044873,1.03798,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,920,149.80681,157.82416,0.9492
140213,1.7204,"7,023",0.999016,0.999594,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,3149,501.707613,493.174375,1.0173
140217,1.642,"1,430",1.076969,1.145976,0,Voluntary non-profit - Church,Voluntary non-profit,Church,2,1022,113.839998,112.801231,1.0092
140223,2.0927,"7,472",1.024504,1.035192,0,Voluntary non-profit - Church,Voluntary non-profit,Church,5,2968,418.646032,450.692504,0.9289
140224,1.5288,"1,882",0.980515,0.976485,1,Voluntary non-profit - Church,Voluntary non-profit,Church,4,336,63.654156,64.762482,0.9829
140231,1.9894,"5,971",0.992118,1.006207,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,2892,458.193128,458.397889,0.9996
140233,2.0695,"4,117",1.06228,1.026478,0,Voluntary non-profit - Church,Voluntary non-profit,Church,1,1670,259.94677,250.371919,1.0382
140234,1.4718,797,0.989901,0.979046,1,Voluntary non-profit - Church,Voluntary non-profit,Church,4,290,56.389472,58.142432,0.9699
140239,1.8732,"2,440",1.014026,1.026852,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,917,173.271157,178.984726,0.9681
140242,2.0112,"6,081",1.019569,0.999357,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,1610,282.526628,287.301062,0.9834
140251,1.795,"1,356",1.103819,1.110627,0,Proprietary,Proprietary,,1,632,129.492076,126.9675,1.0199
140252,1.7783,"7,636",1.053727,1.014578,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,3271,449.523999,460.372051,0.9764
140258,2.1573,"5,513",1.086704,1.075498,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,2424,366.460151,375.544932,0.9758
140275,1.6264,807,0.900447,0.960941,2,Government - Local,Government,Local,2,445,82.79322,79.074133,1.047
140276,2.5101,"6,166",0.975652,0.994111,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,1521,270.50219,252.994182,1.0692
140280,1.8811,"3,109",0.934457,0.979547,1,Voluntary non-profit - Private,Voluntary non-profit,Private,2,1690,250.294191,245.773442,1.0184
140281,2.5237,"10,920",0.987583,0.992835,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,3252,500.954047,502.603211,0.9967
140286,1.6955,"2,068",0.970692,1.036035,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,809,139.236477,143.990653,0.967
140288,2.0488,"4,824",1.02424,1.033297,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,2307,366.622091,360.925059,1.0158
140289,1.5341,"1,804",0.973538,0.985464,1,Voluntary non-profit - Private,Voluntary non-profit,Private,4,737,144.7568,137.158104,1.0554
140290,1.7562,"3,628",1.107431,1.089441,0,Voluntary non-profit - Church,Voluntary non-profit,Church,4,1802,267.808904,269.067689,0.9953
140291,1.9341,"4,202",0.944804,0.930805,4,Voluntary non-profit - Church,Voluntary non-profit,Church,5,1892,288.743004,307.278214,0.9397
140292,1.6401,"1,067",1.107276,1.068266,0,Voluntary non-profit - Other,Voluntary non-profit,Other,4,222,43.310796,42.146202,1.0276
140294,1.6545,373,0.978448,1.035824,0,Proprietary,Proprietary,,3,90,15.54678,14.63976,1.062
140304,1.7391,"1,313",1.063391,1.026539,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,541,112.723012,109.429535,1.0301
150001,1.4225,598,0.923779,0.958846,2,Government - Local,Government,Local,4,237,36.382042,39.008362,0.9327
150002,1.744,"3,258",1.101409,1.100381,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,1187,254.189291,234.768449,1.0827
150004,1.7176,"1,256",1.08196,1.087619,0,Voluntary non-profit - Church,Voluntary non-profit,Church,2,529,137.033654,119.840101,1.1435
150005,1.7871,"1,721",0.935142,0.916813,5,Government - Local,Government,Local,5,601,105.508794,110.97068,0.9508
150006,1.759,"1,694",1.035592,0.981376,1,Voluntary non-profit - Private,Voluntary non-profit,Private,2,628,125.595239,116.367074,1.0793
150007,1.7663,"1,323",1.035077,0.980747,1,Voluntary non-profit - Private,Voluntary non-profit,Private,3,518,96.646372,99.163538,0.9746
150008,1.6719,"1,245",1.120888,1.126653,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,343,78.181625,75.621393,1.0339
150009,1.6672,"2,523",1.032396,1.045964,0,Voluntary non-profit - Other,Voluntary non-profit,Other,2,1366,242.995537,238.622135,1.0183
150010,1.7035,"1,370",1.056231,1.028733,0,Voluntary non-profit - Church,Voluntary non-profit,Church,2,463,84.529985,87.02885,0.9713
150011,1.4397,"1,363",1.003704,1.009858,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,644,120.704752,125.319823,0.9632
150012,1.9108,"3,302",0.987075,0.995733,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,1797,224.336924,245.458672,0.9139
150015,1.6862,"2,502",1.032514,0.968868,2,Voluntary non-profit - Church,Voluntary non-profit,Church,4,881,161.894746,160.379787,1.0094
150017,2.1946,"4,559",1.026002,1.047522,0,Proprietary,Proprietary,,2,1406,254.567293,267.22866,0.9526
150018,1.8655,"2,950",0.964559,0.986133,1,Government - Local,Government,Local,3,910,157.187111,158.454348,0.992
150021,1.9042,"7,533",1.014797,1.033592,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,1816,328.266298,325.207493,1.0094
150022,1.4545,529,0.956283,0.969195,2,Voluntary non-profit - Church,Voluntary non-profit,Church,5,179,31.183221,31.421355,0.9924
150023,1.8577,"5,195",1.016197,1.010486,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,2555,469.906719,464.18743,1.0123
150024,2.0403,"1,926",1.009779,0.956049,3,Government - Local,Government,Local,4,482,96.372205,101.23879,0.9519
150026,1.82,"1,068",0.99988,1.001501,0,Voluntary non-profit - Private,Voluntary non-profit,Private,4,420,69.246804,72.959748,0.9491
150030,1.4598,900,1.06135,1.020666,0,Government - Local,Government,Local,4,689,73.524436,77.487054,0.9489
150034,1.7414,"3,479",1.007913,1.041696,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,1783,305.834045,288.813759,1.0589
150035,1.8148,"3,625",1.078624,1.074806,0,Proprietary,Proprietary,,2,1668,279.444202,290.435455,0.9622
150037,1.527,853,1.013539,1.00853,0,Government - Local,Government,Local,3,399,65.106637,68.131085,0.9556
150042,1.6469,"2,095",1.059271,1.113064,0,Voluntary non-profit - Other,Voluntary non-profit,Other,2,1049,181.425007,180.139844,1.0071
150044,1.942,"4,408",1.037259,1.106598,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,2210,412.09909,430.035633,0.9583
150046,1.8972,"1,538",1.03622,0.994881,0,Proprietary,Proprietary,,3,625,118.438691,119.658587,0.9898
150048,1.7783,"5,527",1.000773,0.995134,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,2336,421.664696,414.421999,1.0175
150051,1.8663,"3,900",0.996808,0.978676,1,Voluntary non-profit - Private,Voluntary non-profit,Private,4,1444,239.025458,262.58959,0.9103
150056,2.3983,"9,840",1.034744,1.050143,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,1929,311.155749,297.271213,1.0467
150057,1.8376,808,0.974092,0.936428,4,Voluntary non-profit - Church,Voluntary non-profit,Church,4,799,41.867444,46.986713,0.891
150058,1.8516,"4,164",0.990943,0.985815,1,Voluntary non-profit - Private,Voluntary non-profit,Private,3,1254,214.320898,219.226521,0.9776
150059,1.6538,"1,088",1.048297,1.067757,0,Government - Local,Government,Local,2,611,86.601729,88.388462,0.9798
150061,1.5012,420,1.153987,1.07283,0,Government - Local,Government,Local,3,144,24.089577,24.377545,0.9882
150069,1.4367,"1,109",1.019792,1.054274,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,587,106.308083,97.853016,1.0864
150074,2.0483,"3,834",1.006193,1.021785,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,1424,234.086366,241.408573,0.9697
150075,1.3284,241,0.919718,0.843883,10,Proprietary,Proprietary,,4,63,9.697779,9.525411,1.0181
150076,1.4954,512,0.963717,0.936619,4,Voluntary non-profit - Church,Voluntary non-profit,Church,3,200,33.966359,34.87736,0.9739
150082,1.9111,"12,078",1.032138,1.06839,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,4515,766.197527,728.091979,1.0523
150084,2.337,"7,424",1.035011,1.023125,0,Voluntary non-profit - Church,Voluntary non-profit,Church,3,1828,326.124926,346.258386,0.9419
150086,1.5389,"1,331",1.027881,1.023384,0,Government - Local,Government,Local,4,476,84.635402,82.176294,1.0299
150088,1.6439,"1,311",0.956115,0.969589,2,Voluntary non-profit - Private,Voluntary non-profit,Private,2,669,100.353098,98.528892,1.0185
150089,1.7857,"5,348",0.992179,1.000419,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,2451,398.332816,407.758493,0.9769
150090,1.7234,"1,826",1.046003,1.048135,0,Voluntary non-profit - Church,Voluntary non-profit,Church,2,671,132.600051,134.006978,0.9895
150091,1.3766,328,0.928748,0.928354,4,Voluntary non-profit - Private,Voluntary non-profit,Private,4,82,12.3984,11.956256,1.037
150097,1.5649,963,0.944866,0.975419,1,Government - Local,Government,Local,4,405,77.845748,77.990066,0.9981
150100,2.1173,"4,144",1.019858,1.041405,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,2203,282.620292,289.014749,0.9779
150101,1.3085,348,0.900328,0.914904,5,Voluntary non-profit - Private,Voluntary non-profit,Private,3,125,21.998665,21.529455,1.0218
150104,1.5667,652,0.990523,0.957983,2,Government - Local,Government,Local,3,333,59.74138,59.502823,1.004
150109,1.9809,"3,117",0.981917,0.983812,1,Voluntary non-profit - Church,Voluntary non-profit,Church,4,1928,255.801413,267.939027,0.9547
150112,1.7391,"3,106",0.93531,0.968896,2,Government - Local,Government,Local,4,1189,216.143854,226.641467,0.9537
150113,1.7306,"1,455",0.949385,0.980934,1,Voluntary non-profit - Private,Voluntary non-profit,Private,2,644,131.925153,121.99391,1.0814
150115,1.6939,"1,818",0.945337,0.941067,3,Voluntary non-profit - Private,Voluntary non-profit,Private,4,1149,146.977456,157.714788,0.9319
150125,2.0111,"6,114",1.090811,1.099291,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,2550,525.009368,470.77998,1.1152
150126,1.8864,"3,206",1.054167,1.011554,0,Voluntary non-profit - Church,Voluntary non-profit,Church,2,1379,258.443988,255.162083,1.0129
150128,1.6769,"2,484",1.011926,1.067726,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,1101,176.659053,179.26548,0.9855
150133,1.3974,782,0.945077,0.997487,0,Proprietary,Proprietary,,3,310,55.23967,55.60132,0.9935
150146,1.3417,435,0.958861,0.88781,7,Voluntary non-profit - Private,Voluntary non-profit,Private,5,152,27.88913,27.223746,1.0244
150153,3.8491,"1,668",0.936321,0.93621,4,Proprietary,Proprietary,,5,1260,153.615757,184.295818,0.8335
150157,1.9519,"1,169",0.973452,0.936053,4,Voluntary non-profit - Private,Voluntary non-profit,Private,4,176,30.038902,29.827566,1.0071
150158,1.8194,"2,159",0.969732,0.968981,2,Proprietary,Proprietary,,4,969,155.547653,162.327923,0.9582
150161,1.6405,"1,688",0.966547,1.020071,0,Voluntary non-profit - Private,Voluntary non-profit,Private,5,599,63.316444,66.087798,0.9581
150162,2.2195,"6,085",1.002541,0.979806,1,Voluntary non-profit - Church,Voluntary non-profit,Church,3,2741,499.374298,509.637188,0.9799
150165,1.6361,"1,110",1.056491,0.986923,1,Voluntary non-profit - Private,Voluntary non-profit,Private,2,368,78.539322,76.196594,1.0307
150169,1.7945,"3,482",1.090848,1.051587,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,1192,181.153316,180.39208,1.0042
150173,1.688,"3,367",1.041358,1.034455,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,1313,230.353302,236.53241,0.9739
150183,1.7623,434,0.924266,0.91088,5,Proprietary,Proprietary,,4,152,28.674672,27.950732,1.0259
160001,1.5726,417,0.80824,0.852444,9,Voluntary non-profit - Private,Voluntary non-profit,Private,,75,14.131725,14.385375,0.9824
160005,1.3681,664,0.877564,0.97367,1,Voluntary non-profit - Church,Voluntary non-profit,Church,4,207,30.065328,31.082904,0.9673
160016,1.8092,"1,279",0.918045,0.948348,3,Voluntary non-profit - Private,Voluntary non-profit,Private,3,731,113.541545,126.083029,0.9005
160028,1.7873,"1,146",0.943941,0.956859,2,Voluntary non-profit - Private,Voluntary non-profit,Private,4,323,61.885467,61.972993,0.9986
160030,1.5826,"2,955",0.948724,0.990735,0,Government - Local,Government,Local,4,1009,154.927333,171.060583,0.9057
160033,2.0971,"4,306",0.95977,0.985228,1,Voluntary non-profit - Private,Voluntary non-profit,Private,3,2546,348.112942,354.91356,0.9808
160045,1.9763,"3,583",0.933039,0.942401,3,Voluntary non-profit - Private,Voluntary non-profit,Private,5,1538,246.998236,273.467022,0.9032
160047,1.6614,"2,011",0.952312,0.979536,1,Voluntary non-profit - Private,Voluntary non-profit,Private,4,691,118.555845,122.153519,0.9705
160057,1.6948,"2,148",0.92086,0.952568,3,Voluntary non-profit - Private,Voluntary non-profit,Private,2,1117,200.437447,198.973955,1.0074
160058,2.5739,"8,092",1.011189,1.055908,0,Government - State,Government,State,4,1203,242.92489,241.418986,1.0062
160064,1.8829,"4,341",0.948015,1.002847,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,2166,292.584523,302.793092,0.9663
160067,1.6652,"1,419",0.93769,0.89307,6,Voluntary non-profit - Church,Voluntary non-profit,Church,3,301,52.822905,56.853314,0.9291
160069,1.7709,"3,883",0.898805,0.926931,4,Voluntary non-profit - Church,Voluntary non-profit,Church,5,341,54.920153,59.510099,0.9229
160079,1.5841,"3,350",0.900336,0.934294,4,Voluntary non-profit - Church,Voluntary non-profit,Church,4,1826,232.308624,249.38106,0.9315
160080,1.5779,"1,116",0.935853,0.962318,2,Voluntary non-profit - Private,Voluntary non-profit,Private,2,518,101.316564,99.454984,1.0187
160082,1.9802,"9,930",0.936961,0.96606,2,Voluntary non-profit - Private,Voluntary non-profit,Private,3,4191,425.325746,462.387058,0.9198
160083,2.3004,"8,059",0.982036,0.992641,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,3335,452.610472,502.564276,0.9006
160089,1.4904,761,1.057369,1.065418,0,Proprietary,Proprietary,,2,259,48.996979,52.991747,0.9246
160104,1.8136,888,0.945378,0.923899,5,Voluntary non-profit - Private,Voluntary non-profit,Private,3,669,56.100124,58.602986,0.9573
160110,1.9809,"2,497",0.930885,0.932828,4,Voluntary non-profit - Private,Voluntary non-profit,Private,3,842,142.722714,149.782984,0.9529
160112,1.709,751,0.886305,0.957628,2,Government - Local,Government,Local,3,313,52.899181,53.611061,0.9867
160146,1.888,"1,979",0.975092,0.973416,1,Voluntary non-profit - Private,Voluntary non-profit,Private,2,584,97.397152,101.127486,0.9631
160147,1.5007,437,0.895595,0.867395,8,Voluntary non-profit - Private,Voluntary non-profit,Private,4,112,19.896256,19.704832,1.0097
160153,2.1235,"2,660",1.023543,1.017167,0,Voluntary non-profit - Private,Voluntary non-profit,Private,1,930,160.902708,164.297987,0.9793
170006,1.7693,888,1.003183,0.999149,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,419,71.970225,71.981999,0.9998
170009,1.3809,599,0.899243,0.973269,1,Voluntary non-profit - Other,Voluntary non-profit,Other,5,226,42.036206,41.0749,1.0234
170012,1.9424,"3,005",1.058556,1.07256,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,692,122.437278,121.433629,1.0083
170013,2.0039,"2,403",1.052404,1.048854,0,Voluntary non-profit - Other,Voluntary non-profit,Other,4,983,168.332859,179.99367,0.9352
170014,1.5303,475,0.905349,1.120124,0,Government - Local,Government,Local,3,212,37.064431,36.242411,1.0227
170016,1.8004,"2,795",0.968029,0.990867,0,Voluntary non-profit - Church,Voluntary non-profit,Church,3,1183,152.96739,158.898201,0.9627
170017,1.4767,305,0.96729,1.059263,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,101,15.707419,15.010418,1.0464
170020,1.8819,"1,838",0.987335,0.994764,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,932,163.779908,168.794555,0.9703
170023,1.6938,970,1.00769,1.008323,0,Voluntary non-profit - Private,Voluntary non-profit,Private,2,450,59.369355,58.520216,1.0145
170040,2.5369,"11,097",0.999484,1.010186,0,Government - Hospital District or Authority,Government,Hospital District or Authority,5,1827,391.119326,377.042847,1.0373
170049,1.7559,"3,244",1.012086,0.990323,0,Voluntary non-profit - Private,Voluntary non-profit,Private,3,1270,198.892532,198.506608,1.0019
170068,1.8445,799,0.89901,1.038378,0,Government - Local,Government,Local,1,211,38.250657,37.91966,1.0087
